source,target
4001,9605408
9909262,9509344
204070,109291
9808289,9711211
9911426,9509311
9710547,9602363
101103,9311329
209244,205044
207101,9806308
9807569,9502263
9710430,9411287
9911266,9603349
7165,9903282
9909354,9812326
104088,9303320
9501353,9210235
9503226,9302280
9601365,9407251
105200,9403384
9901243,9809307
111363,9711396
203079,9410233
301194,104031
208094,9411409
9707226,9211202
204266,9409405
9801260,9709379
210032,9802373
9410233,9208259
9710389,9304230
108167,9706315
10314,9707251
9810494,9210235
9175,2078
110106,9303270
208209,9704448
9908399,9308272
7313,9804252
5258,9904310
110189,108112
108244,9910320
12077,1274
9609201,9503295
103218,103034
211366,9401219
202160,5197
5190,9712232
9908499,9704402
3082,9707338
7016,9806272
9607306,9604321
1321,9805260
9905210,9801219
109053,2246
9801248,9606477
9907321,9311274
9611259,9408290
9612440,9303286
212297,9911461
108001,9810410
2032,9712471
9212,9602211
9411397,9305262
7334,9911465
4175,9801271
2287,9912330
302141,9804398
212158,9705253
207003,112337
211115,9909334
9911228,9903516
206208,203056
9707454,9706331
9404292,9212248
9603231,9405388
102087,9237
9704259,9510399
110138,9212
109201,101215
9712214,9511342
9905337,9510408
9704389,9612269
9912330,9907496
12370,1005
9411383,9405313
9512333,9501268
9709367,9303320
9512245,9503402
9811257,9512396
9411429,9404311
9805352,9607242
202043,103161
7313,9809438
207015,105089
110166,2064
110255,9808487
9909470,9512348
9805442,9711308
9911244,9705207
9611273,9601365
103055,7226
112203,9811252
9911310,9608366
9609336,9306337
110216,7333
206066,202156
9802302,9307337
105065,9705439
9610310,9410404
9908491,9601262
9606261,9311345
9712368,9708311
11112,1133
9909369,9512263
107014,9904310
101344,101142
9812483,9809406
9125,9412209
9505402,9311360
9610385,9209268
9903479,9903298
101105,9703279
112313,103338
101031,9411211
209137,9610313
109291,9710313
9801437,9604287
105105,9701311
9805388,9212233
9912353,9401277
9909363,9501214
9903510,9504375
9806378,9707215
9610510,9606238
9712546,9506333
11215,9807251
302171,9803389
206165,9709453
9807454,9605235
9512229,9312272
11146,9809337
9707497,9505207
9703211,9503280
1334,9703291
7335,9602302
9703362,9410386
212205,9905221
2108,9705208
9906395,9506396
9608341,9407247
301101,9810442
103263,9081
9911439,9303230
9906300,9512334
9902461,9601285
302132,211021
9808373,9504349
9910291,9707259
210021,9810479
204109,201148
9701348,9303281
103346,9306216
210082,9505410
206070,9401258
101179,9508259
205271,101103
105205,9607210
9405371,9302300
11337,9707259
9905466,9502397
5025,9604250
9604381,9307239
9507313,9303320
9908504,9906262
5279,4008
9707487,9512396
9806258,9410387
9910383,9902339
104080,9912318
201071,9712287
211423,9502372
9909448,9810297
206034,204314
204243,111099
9805336,9609218
301110,204092
209330,5309
9611213,9606345
112069,9810553
9810488,9611331
9706242,9502263
206061,5015
9707345,9502336
9611329,9607354
5235,4086
9904266,9812221
9904425,9904220
110243,106207
211213,4043
9903500,9609318
211096,9912439
9709206,9706400
9607415,9403203
210161,9911414
1254,9605412
212379,204108
9510226,9504330
112209,9906523
110302,9292
9504342,9311306
1104,9908235
9802365,9505442
3052,9902446
103322,12268
9609396,9209203
209034,206022
9801297,9403351
111047,9906234
104210,9906417
9905409,9806249
9609420,9602234
9610471,9311232
203228,9411270
211370,9501349
201272,9606249
9704319,9310219
202200,110141
9704402,9512380
110191,9510357
9801201,9701278
208129,9902423
9707454,9511300
211169,9707224
101142,9511228
110084,9805446
9312360,9303241
107279,104304
9089,9803380
6342,9912458
9610203,9603450
9810437,9810322
110233,9809566
9608372,9209250
111042,110067
104259,9812205
302104,8184
8087,9907510
1238,9805405
209187,112117
9509337,9401285
5104,9712537
204328,11260
212271,9707481
211467,9909386
9610451,9309232
211358,9707481
103016,9710382
9812486,9805471
206004,9810435
207067,7294
101168,4016
9910509,9507298
12167,9309289
110233,9511378
9807377,9304299
9906366,9810537
9905407,9704244
8246,9504372
9706331,9409380
203142,12279
106351,9610272
106165,9811291
9706432,9402203
112008,9503486
106152,9803357
208076,9703220
206311,9312347
205138,9901439
9605272,9510376
7017,9211304
9908396,9901362
9912399,9903541
212099,109032
12045,9908230
6200,9212210
9810487,9701210
9712306,9309283
9512419,9306320
302120,9806351
103080,7031
102039,9809312
110192,12333
111298,102065
5122,9904246
207137,105175
9602231,9408275
10348,2108
9812397,9807415
9504324,9302318
9505426,9409303
9906388,9602260
206064,9405259
107048,9806308
11246,9912267
211275,9708431
210279,204214
4257,9908455
12203,9808292
9701368,9405359
9802390,9712409
9502366,9502254
9903420,9712232
9501317,9405225
106118,9606280
103018,9511319
2089,9909325
9811312,9308292
110026,9244
7129,9502298
103060,9903282
11307,9912457
9608330,9612287
2258,9608340
8276,9907532
9705474,9309235
106139,9909425
9908423,9806491
9609202,9302208
9407328,9301231
9906218,9404247
9603450,9510410
206133,205134
201139,9807344
211305,9405427
208237,9507398
107274,9712290
101192,9506273
104023,9805261
105183,9609256
106071,9808324
9711327,9608480
9902419,9308214
9912339,9411203
204337,9806345
3154,9804229
9911263,9805422
9908341,9903456
9705262,9604387
9310368,9304205
9511333,9311237
209305,9504413
110303,9906375
9907251,9711369
210368,9912223
205001,1204
301058,9702314
9512261,9409335
9901351,9505207
9611302,9604351
9908374,9302248
1046,9701289
102196,9801271
205287,7169
9603366,9602356
112089,9805270
9807278,9602260
208226,208080
9810358,9411260
109124,9604370
210351,9904268
204174,106141
9609455,9505409
211156,9905323
212162,209216
204361,203208
9811267,9409372
9906501,9408214
203072,110301
106279,9603311
107104,3075
6110,9603244
9812304,9711427
9701337,9411365
9810489,9708239
212097,207043
202271,9401349
103119,9907214
301243,9411211
108222,9807443
9612237,9310210
9703402,9603204
211045,9604341
201159,9712497
9901260,9812209
204022,1329
9511208,9505307
9806324,9710302
11363,9601282
9906273,9806244
9811323,9512364
111157,9504219
9612236,9306337
210183,6175
9510283,9411217
9901409,9502338
210193,209200
9512227,9502317
112006,9907338
9402205,9210205
3310,9808493
9910507,9805207
9309230,9303220
9912227,9804309
9804343,9405277
208262,9305335
110221,3136
9905363,9603379
206231,5274
4192,9911244
9907491,9702443
9408333,9405374
9806248,9506309
9609511,9311293
2117,2036
9810393,9704346
9143,9804241
111150,9906375
9905533,9304296
9802296,9712426
9809250,9705206
9807448,9712469
112312,9312215
9905244,9901302
112020,9812406
9805389,9604279
9510378,9407311
9911520,9704377
9805265,9802307
104057,9406317
202107,9803466
9910411,9811235
9704263,9504378
9906534,9608480
204307,9809217
12304,9912305
5009,9804446
9606434,9511419
8124,9902437
105212,9605296
6264,9803326
208107,9808255
7319,9309203
206143,3180
9405360,9209268
9508273,9301291
105105,9350
9803407,9207214
7139,9605408
208244,9401310
107100,105254
9703326,9305345
9503441,9403256
206013,9510403
205233,101051
9405404,9307318
9711429,9602264
8067,9401214
9509367,9208206
203039,9911257
9901390,9806336
211055,9909502
208188,206221
302242,9609445
9343,9906418
7022,5115
108174,9905311
202257,109127
102266,9911434
106004,9712535
9710499,9706505
9905567,9804332
8156,9711391
8289,9610380
8192,9502206
9905395,9904425
3179,9502300
208104,112199
9811367,9704351
9912367,9807462
6128,9701244
9712520,9704339
8091,9807421
7151,9507210
9804377,9206241
301064,106035
9509283,9403314
9812498,9612202
9907414,9207278
204163,9706350
202058,102252
5141,1057
9903435,9807235
7136,9502337
9907453,9410304
9511409,9510415
207324,205134
9808341,9609444
9707523,9608318
9802344,9209220
9904308,9609244
9904495,9803315
9504392,9308204
9810213,9407204
9712271,9709506
101292,9708356
105248,9705477
107293,9806486
211404,204314
9711217,9710336
5226,9606399
201277,112010
9610357,9209279
12369,9712212
210390,207364
106035,103229
11082,9804359
4149,9804408
9904229,9311202
106027,9903211
8260,6154
301143,210284
102068,9905366
112209,9906513
9604301,9509299
9707535,9607485
9503342,9208251
9812298,9609511
205348,9405262
9802302,9502317
9402271,9207213
212240,9712291
9309301,9209256
106248,9706411
9810542,9605273
209139,9705329
9907335,9608365
211023,209262
204299,9911490
9706433,9406205
11310,9812418
6231,9806292
111153,9805438
9912489,9607377
9905293,9607306
9905549,9812463
12012,9805214
9608416,9309228
9704315,9311306
301061,2108
9609518,9607400
2207,9611284
111160,10212
9810343,9710544
9706492,9604317
10128,9603377
202132,9410266
3024,9607213
9809311,9712287
101215,9511255
110194,105253
301171,102090
2258,9704448
9706201,9609321
9707457,9208243
9909313,9409291
9806324,9708255
204221,9803473
102087,101085
9903257,9801271
210113,9712290
206140,5019
9407368,9310228
111129,9602259
9907568,9809277
9906542,9812483
7129,7091
9909564,9707521
9604224,9301218
101116,9907399
9198,9703385
9902280,9506451
9703254,9612274
102116,9511342
104153,11372
2260,9903453
9909229,9901385
9902218,9506475
110227,9908309
107227,9612425
111263,108112
9908426,9908338
202259,9608472
9909250,9211214
301203,9211234
7110,9409380
101041,9701227
9310255,9207219
104283,9902258
205159,202142
107071,9904491
205325,9805470
9708363,9704392
9306321,9212268
9809566,9707225
203235,9208213
104141,102146
5006,9512380
9609511,9306318
4007,9406262
9702393,9504330
201165,9911384
9804305,9803299
9906333,9609520
9511403,9505364
9806256,9509423
203272,103328
209330,7335
205049,111214
9703295,9607447
210339,9810360
9703232,9512439
9708361,9411429
102280,9602362
9910309,9708426
106048,9208213
4129,9905415
9812290,9611343
9706309,9606360
10338,3022
9805472,9609267
101230,9705469
2193,9803242
9608420,9403312
9706262,9610223
9604260,9508338
9511304,9407398
9705357,9608205
206205,9508343
9910299,9801430
112156,9602277
9602266,9405287
4139,9803460
9808278,9803484
203056,112278
9906222,9601211
9801327,9311307
6322,9608211
108131,12352
101072,9907332
103096,9308336
9807287,9805338
9811278,9806484
211376,111303
9911263,9902256
9510409,9204239
9906446,9807501
107024,104073
9408271,9305290
9806268,9803286
9610441,9410326
9904279,9808367
9711481,9512336
9810512,9802254
9801343,9703291
9611444,9504374
208229,9210253
204301,9017
9504294,9311321
9509386,9403341
301181,12061
9604298,9505268
9406369,9401302
107139,9910479
201036,107081
9912291,9801271
9605344,9512225
9905514,9609381
212106,9509371
110417,9501324
2213,9407389
109291,9402341
104245,11196
9906244,9901399
9804242,9703259
9807563,9803445
9908231,9703347
9905390,9810442
9240,9706397
209004,9808255
107220,9601358
302021,9511288
9806331,9803222
9804255,9501375
9606351,9604337
112247,111099
211413,9512380
9901390,9807514
9605405,9505319
9610425,9502224
207273,202233
9810361,9206212
107168,9405240
9910309,9809379
206070,5121
4084,9307250
9406430,9308330
5020,3006
108103,6124
9709226,9609378
110119,109264
9605417,9501313
10069,9812221
9608272,9605288
206281,9806423
9612435,9412286
9907420,9812449
9612358,9503330
302183,204115
9607415,9408330
9607293,9503414
9405431,9307242
9809555,9506264
206109,2267
9612391,9405239
3033,9903394
9505365,9305260
210395,9812232
104126,9902239
9504208,9303320
1118,9709484
9704361,9701219
9509408,9307247
9607463,9311340
9709331,9406242
9906444,9809480
302232,9709322
9909267,9803226
110007,106153
5100,9806404
9902443,9311281
9512330,9405360
9911383,9501357
9905533,9806482
11191,9712504
9702355,9411203
9806527,9302249
9905441,9703212
9907463,9812489
101339,9711401
8283,9804332
204174,202248
9906273,9503444
108185,9904353
9908414,9805239
9704353,9403230
7086,9710372
2089,9910221
9812495,9605264
3154,9504316
204076,107099
9808410,9708446
9809553,9604202
301038,210085
9904239,9810340
9606251,9504287
9904257,9902267
12062,9407339
9706434,9704290
105155,9509237
101243,9711212
9703462,9402283
9405344,9307301
207003,205284
9510202,9407339
11300,9806404
105041,9812363
9804394,9401310
206167,9707458
202165,9170
9612347,9408262
104242,9908531
9807443,9411246
107332,9511397
110161,102279
205143,205090
9709235,9309266
101236,9402360
9912408,9808205
9808447,9510342
204078,106204
112023,8078
110272,9806272
202030,9811390
9609392,9603227
9603293,9407398
112008,6068
9806366,9311248
207069,106221
10315,9511252
101030,9709348
9401246,9312220
9707214,9706220
209127,112345
9910319,9711392
103086,9912408
110166,9904279
9712282,9403264
6307,9904472
9601368,9303270
104218,9602333
9903483,9807443
9702410,9405382
10185,9610405
9807315,9711288
9910521,9612384
301239,109287
9907446,9907422
9711289,9405414
5211,9408384
207354,107291
9709449,9409250
9311378,9302279
9911386,9904221
9609465,9508393
11333,9804233
212294,9803211
12156,7288
110184,11352
205050,9903542
8214,6321
9705240,9611272
103166,9512380
210109,107081
301074,2166
108175,12039
9606235,9507303
109124,9507212
9909293,9606360
212305,206026
9711511,9705398
212198,7108
9902453,9512237
10265,9902334
9901209,9803466
9507298,9310227
11139,9911262
204052,9602203
9810527,9412265
4215,9602407
9912496,9907520
9704339,9703299
9611240,9605326
208273,9808459
9710564,9311356
204262,9711452
212280,101336
9701219,9508254
210182,9710545
9812423,9508386
6280,9612313
207030,11330
9802333,9609442
212323,103063
9511260,9401258
7348,5297
9712381,9602389
6294,9205209
9907302,9902203
105060,9909405
9810270,9705344
9912500,9510232
112002,106014
102122,6097
211213,9905481
208214,7009
9711215,9607394
110276,107313
9404357,9305207
9903323,9411308
9511473,9303202
204007,9907516
9603432,9504312
210027,9804241
206065,9906512
9810300,9704412
9710267,9510439
9507386,9406286
12157,9612348
9703293,9601391
110362,1093
7252,9610255
9910545,9605317
103208,9806404
9809394,9710232
102018,9610260
210198,5275
9308262,9308246
9605355,9502418
9510252,9409301
106245,9904279
9606325,9602207
212346,9603408
301021,211296
211375,9904257
103060,9907352
209225,3125
212158,9803343
11275,9911457
205251,110091
104269,9903244
9512342,9209203
7167,7166
3236,9607463
202046,9512338
106120,9911436
205287,9408382
9901426,9610276
111031,9909344
6050,9809470
109258,9902263
206017,110184
210290,9912540
9911329,9907499
9706294,9704357
9702302,9603357
12321,9604257
204254,202143
212113,111203
208115,201206
10137,9705311
111197,9704333
9511410,9408284
9801201,9701377
9905329,9512218
201099,9903422
206276,9910231
207183,9912391
9709507,9506242
207131,104034
10195,9907447
9409438,9309260
9510224,9411413
9702230,9502270
211357,2213
107270,9702350
102219,9701309
109057,9603406
111230,106219
9712488,9601303
211010,12271
9708377,9706382
3033,9805470
110249,103062
10143,9912255
9810300,9711428
111367,9211221
9704359,9606282
7228,7288
203121,9811428
210193,202152
111074,9812305
102011,9905481
111320,9908504
208142,102218
205318,9707327
9906381,9808367
9704297,9604363
108205,9502224
206034,103258
9812359,9506392
9906232,9812273
8015,9603249
4092,1037
1114,9809239
9601295,9204214
9905219,9811353
202204,9507294
9901362,9809453
9901406,9808292
203271,102022
9706499,9607437
110278,9712224
210236,206279
207147,110113
9603449,9508268
207134,9504231
9909232,9906431
206167,112177
9712235,9601336
9408244,9305230
104034,9512252
9805393,9509284
3160,9907203
9809253,9801359
9912287,9809582
9711500,9410405
107256,104108
9505201,9403354
9910499,9907218
202212,3160
9911233,9712230
9509242,9209250
201121,9308336
9811214,9702398
9911522,9611284
9902445,9508302
9912328,9710488
9603237,9308288
9907568,9806390
9710375,9509282
9807386,9606411
111020,9609481
301035,112037
9805494,9601313
9607234,9504318
9910221,9806471
9806512,9705433
9506472,9406378
9805485,9304272
9906551,9812287
9909390,9409310
9510449,9410268
111362,9606337
9705337,9501392
5021,9810360
9704421,9608466
5318,9905372
9809517,9604320
205044,9803380
210181,204080
12295,9709468
9512335,9307201
112305,9805349
211272,204166
207339,104186
211245,104126
9711385,9304240
203198,9808324
9601204,9404283
8011,9809291
108247,108131
203099,106139
9607431,9503332
9812473,9612312
211013,206067
9701232,9612482
9906354,9804211
210251,112126
9908429,9905222
9901352,9302225
107007,105071
9902414,9711442
9610371,9305225
11392,9508362
207236,107164
9603327,9506423
9611389,9501277
9508303,9403295
2257,1166
208273,9908397
9803251,9511397
207110,102228
9608205,9605246
9711248,9705235
9608491,9805424
9609390,9311287
209145,107327
207108,5248
112313,106204
106095,9407339
104182,103128
302233,102137
102153,101103
9810422,9210208
9712406,9609529
9809343,9704300
112335,110002
9905443,9209251
211168,9909334
3241,9411312
9711435,9609443
1083,9907447
5303,9905464
9811495,9306333
9912335,9612324
11336,9610534
205007,204076
201075,9502298
9812415,9708212
210092,7196
9711284,9703395
9907428,9710451
9705410,9501362
102052,2096
9405244,9211282
210326,9810479
203097,9807235
9804222,9709223
9708285,9404219
9902431,9902351
7259,9303284
11263,9710371
9704305,9603247
9507414,9407247
205068,201139
210161,9807421
101337,9502254
210320,202178
209016,9512336
301074,9804462
9802305,9704305
301095,206300
9507453,9308325
209017,112121
210058,9606211
9905475,9809252
9609207,9603377
107150,106247
9810486,9403387
301210,103258
109135,9711395
3012,9707435
11203,9808247
211300,11234
211304,9411301
9602342,9602216
9910232,9508411
211412,1001
108240,9802300
9610420,9405407
9607254,9509279
102324,102238
9812454,9608256
9606211,9603374
9601374,9508258
210192,9907421
201071,9703336
9906332,9502298
9910257,9211304
9706249,9612202
208129,12125
10096,9906358
206135,203270
9807244,9711489
9906323,9806482
9912350,9706334
302077,2209
9907462,9312318
112337,9804398
9412259,9408250
9801350,9507253
10324,9803469
106139,9705339
9909320,9903306
10103,9811291
206165,9805500
9601332,9206218
105264,9404270
9908212,9501304
9906242,9806219
9910236,9501265
9904379,9308217
8302,9911276
211319,2033
9906294,9510410
103031,9604445
9609517,9504210
9908295,9907359
205067,106190
111262,9810333
204087,9504426
9706222,9608430
9706534,9701378
9610505,9407390
11160,9902449
9911426,9802290
9401328,9306241
110040,9801271
1334,9401226
9707541,9703317
10338,9912343
111320,106356
9604321,9303299
9912453,9804398
5025,9704239
103232,9905523
9810353,9606324
104278,103105
9904324,9705346
9911353,9801324
110126,9803466
9811334,9701336
108085,10240
110175,9809521
207005,9804227
111313,9705356
9904500,9305266
111040,9910203
9612262,9209289
106062,10128
210447,108040
9909334,9907319
6339,9909453
105306,9811471
9702385,9406394
9809584,9809572
107293,9810232
212190,108271
9611208,9412334
202228,110255
6067,9606249
9907247,9703414
9805274,9503264
9610214,9603366
9703377,9506377
9806330,9606325
106195,9610415
7139,9801271
105275,9811448
9906374,9508258
9810500,9501382
9707221,9608286
11392,9209279
108136,110175
212300,9709322
105014,101010
11355,9706294
5303,3186
203165,9811291
9908228,9705347
1200,9609436
2187,9811321
9612390,9411207
9501205,9209232
112246,102228
7080,9810482
9805355,9610349
109007,9811275
7077,9810356
3189,9807216
11248,5142
9903382,9602250
9912224,9505266
9298,7051
108111,9711395
9803399,9704383
9511255,9206236
105031,104101
9601379,9503462
104307,9901384
9810278,9707489
9607487,9602310
301230,9503231
9100,9504210
210223,9805300
9803237,9507271
9402236,9307221
110358,9705437
203102,9908288
9906539,9808205
209204,3033
9808336,9708215
211438,107081
9603391,9306322
9808248,9710379
9703429,9508409
103290,8221
209066,9608308
9609447,9606310
207017,101319
205259,103067
9903261,9903252
12008,9903338
101306,9804223
9708410,9708364
9505322,9304240
9905252,9807479
9251,9503291
204189,105175
9608343,9606421
9803257,9611397
9707325,9306232
1113,9911206
9607286,9409375
211003,9606217
212158,106067
9911521,9711384
6076,9905440
9512378,9406372
105349,9609331
9906266,9807344
302188,211124
9806429,9803363
9710488,9601276
4217,9902250
108236,9812397
9602384,9406372
9601208,9503366
105146,9803445
9911329,9905390
9810523,9704376
301045,9812532
301101,9608472
9707349,9701247
9806219,9803386
9810328,9808293
104058,9811417
9512229,9306270
9807439,9612347
106050,9337
9909517,9405348
9903420,9610527
9905219,9903422
9611239,9505308
6222,9903404
9911336,9603448
202019,9612447
9601295,9511469
210034,107316
110024,9403301
9809205,9802287
9607222,9506317
205309,9806387
9403407,9310285
7169,9705423
110143,9709424
203214,204253
9909432,9809443
9805274,9510439
202203,104304
205033,108060
9806400,9609276
111198,9505248
203036,9610404
101092,9304299
9409346,9209205
9607372,9504222
211055,12030
9609493,9411366
9506218,9310233
9704343,9703276
11161,9911308
105096,9812472
9808370,9405216
8177,9812475
110158,9604383
105155,2081
212341,209059
204073,106264
9907378,9512380
107131,9905337
9709394,9310266
211022,111220
9608205,9212206
2241,9804257
9605367,9502224
204087,9406316
111114,9907268
9006,9603289
9339,9909250
12132,9901420
201305,9801363
9909567,9809406
9812447,9810308
9904395,9808293
104146,9912317
9704275,9703287
9812412,9601224
202100,9508258
211318,9711396
9810325,9703336
208156,7335
102030,9607463
9901261,9809308
9906361,9804221
9610505,9409232
9611465,9509351
105223,9909293
101337,2234
9909504,9306230
201251,12155
9602207,9405298
9804372,9510407
101179,9605389
212233,207301
208268,208024
9703366,9607377
1161,9908220
201229,8023
102180,9406354
203224,9905472
107242,11394
205232,9510396
10272,9509348
9506296,9406249
9911371,9608261
9808487,9308272
103211,4004
9610419,9406417
104238,12219
9906487,9901388
301014,12125
9601243,9302227
9905555,9602374
6341,9911289
110218,9705337
110320,9610421
212304,107254
9906431,9903294
9908399,9804412
111041,9809543
105072,9605348
212020,206136
9908264,9812366
9908505,9809217
9803207,9504405
9612274,9512406
9912309,9806409
7176,9611462
9144,9710336
9609522,9207217
107004,9709494
104050,9510363
9908228,9905242
9911237,9307266
105011,9804462
9910236,9906434
105224,9703402
107097,9606211
9905437,9704423
108224,9806280
9903275,9511255
210367,6225
9507369,9311374
107057,6328
5079,9807353
8127,9812246
9808453,9409396
9607395,9407274
209217,9505383
111392,9906376
9808433,9803257
12364,9807423
106103,8308
202177,2272
106342,12015
110284,9810475
7169,9204238
208092,202110
9804427,9705339
109078,102143
8218,9908461
9508368,9303281
4014,9709432
102254,9704333
9912336,9412319
108176,9803315
9905572,9806509
9903287,9803232
7317,9401303
9805453,9802297
3310,2260
9901418,9802289
204280,9902434
9704422,9602405
9907568,9903489
9602392,9410345
4138,9902342
104168,7108
9807308,9807228
9810308,9802334
107046,9604387
9601390,9503248
9406328,9303202
9706535,9502297
9902345,9706511
9805363,9702316
9910522,9807353
111394,10247
9802314,9501298
9603420,9305345
206017,9707466
210351,208227
301280,7223
9507201,9405234
9906481,9810471
9603247,9307364
102077,7256
9907473,9905550
201009,9804311
302094,9708305
7311,7182
206141,9903217
9712536,9406385
10028,9410360
112056,9608407
9907559,9810308
9807487,9805448
110260,11184
1079,9909353
9804381,9407268
9706382,9408384
9910424,9812205
9911478,9911385
9605355,9212278
9906523,9803466
206121,201249
9612405,9508258
201155,9807335
106280,102344
106319,9805342
6098,3242
201001,102147
2247,9712523
9804274,9308349
9808234,9405352
9612438,9407408
210198,208080
9512288,9505350
9507341,9406208
9705383,9304307
209295,101124
9066,9610540
202122,9610507
108250,9712305
9711417,9708495
6266,9812283
9203,9304225
9908429,9808251
9609462,9508290
211147,9904206
9808270,9801276
9706377,9410404
9809468,9308349
206077,202074
111285,1073
9801270,9707482
9906405,9905505
208072,8022
9801240,9703370
9509268,9305267
201256,9309289
104187,3219
9704406,9609381
111278,9703313
3261,9907523
107322,9707273
9051,9511335
9910296,9712392
108237,9209241
10162,2171
209233,9710509
9803479,9810261
209331,208083
205063,9509365
4171,9808451
6203,9303205
212120,1143
9511387,9303281
7298,9705388
9710399,9701333
9704204,9612440
302053,7068
9807278,9703443
8155,5007
9511344,9404220
104134,9407249
9707271,9609503
2181,1301
103021,9607449
110417,9807462
208207,9510301
9501348,9210245
109088,9909560
9610458,9605222
3086,9906206
9407339,9207236
204332,112003
9701316,9608247
112060,108166
9508219,9404226
9908427,9207234
9601341,9208244
9602262,9409453
208063,201206
9911403,9709428
9807290,9708419
109201,9905312
10223,9810529
6240,9909473
9410308,9402360
9610320,9512445
8292,3119
9310374,9203206
9901362,9803479
9904408,9708300
211381,9702322
9606321,9408356
203178,9603379
9812202,9602404
112210,9911293
208035,9704244
205140,110102
9911350,9607285
2265,9911309
211021,9605451
104197,9804383
9294,9091
9503216,9301281
209274,9612433
109023,9906283
9707374,9610223
7317,9304225
9231,1194
110339,9910519
112360,108225
9904226,9705334
212150,202087
111156,9912435
9608233,9504371
9809226,9607272
6277,3149
9906515,9710339
112126,9311345
302218,210140
9711464,9603206
9609345,9401270
207108,9712306
212072,208227
9609325,9606323
9905311,9903371
7040,9907423
9910397,9801444
9710454,9605439
102242,6049
111466,9604232
9906310,9511288
9608388,9601276
9608406,9604425
5109,9910267
6143,9603311
9711508,9701209
9710209,9706309
9908463,9803254
103061,9910242
9609267,9309310
9811237,9701261
9808213,9503206
9211223,9207249
9702291,9312235
9706263,9512336
108253,104269
111262,12308
9708254,9303274
203087,9908371
107256,9606337
9909478,9908520
208033,109037
101123,11143
103055,9904232
111362,9311205
7014,9706344
9903532,9902233
9912234,9909292
9706220,9704317
302176,102323
3287,9911305
9707230,9501384
210200,9807261
206211,201156
9909279,9605296
101351,9506409
9808270,9708213
5303,9905215
4016,9908323
202223,10354
1082,9811296
9810414,9406359
9801268,9502341
9904206,9506283
9603251,9210208
9911323,9412322
9611414,9505415
9712536,9502308
9310314,9207213
9605386,9405399
107271,9909502
211264,8049
112167,108166
105246,9803457
9908490,9808426
9504285,9411431
9909276,9307247
9609314,9304299
9712381,9602305
301195,9701227
105053,10338
9711284,9603408
301238,9512364
9906286,9609512
108121,9712417
9911231,9905221
204058,9808368
9907407,9802416
9610431,9607383
10318,9307247
112114,8302
9403376,9211256
9902482,9808493
9801227,9512406
9907260,9705356
208069,102204
9404317,9309306
9902243,9712387
110357,5251
9901241,9802334
9910343,9809247
9809479,9406391
9804372,9704202
9910538,9712438
208152,107072
9712322,9606384
301184,9904206
9057,9605342
9609203,9405320
211206,210205
9701420,9611368
9709367,9308333
11179,9512380
202020,12231
106181,9806228
9611463,9801208
101080,9509311
9609286,9602414
9905292,9610242
3236,9705307
9609500,9509308
203049,9704212
205246,9807269
9909367,9508276
204173,103170
9512336,9504219
105004,9610544
9709235,9612254
110301,9612446
